stop_id,stop_name,stop_lat,stop_lon
274,Coep Hostel Shivaji Road,18.528299,73.851997
3304,Vitthalwadi Sinhagad Road,18.4849289030601,73.8279660876627
3855,Modern High School,18.5245640534088,73.8493252220292
194,Rajaram Pul,18.4873739093999,73.8286957696764
215,Balgandharv,18.5217343149885,73.8472473481107
216,Natraj Talkies,18.5181525286138,73.8443175116017
196,Vitthal Mandir Shreeman Society,18.4909,73.822998
217,Deccan Gymkhana,18.5166778939267,73.8430032134056
197,Shreeman Society,18.491501,73.821999
198,Shipra Society,18.4920677630135,73.8203278543205
199,Kakade Mangal Karyale,18.4907458305543,73.8181257711554
200,Karve Nagar,18.4892940544261,73.8144645274506
224,Vadacha Stop,18.4916,73.815102
223,Vandevi Karve Road,18.4929563260812,73.8151050366655
207,Paud Phata Karve Road,18.5054,73.824203
222,Gandhi Bhavan Phata,18.495899,73.813301
206,Maruti Mandir Karve Road / Maruti Mandir Kothrud,18.503599,73.820297
221,Kothrud Stand,18.4998,73.813599
205,Karve Putala,18.502199,73.816597
220,Karve Putala,18.5023,73.816299
204,Kothrud Stand,18.4991,73.813797
219,Maruti Mandir Karve Road,18.5036191132045,73.820119450371
3838,Gandhi Bhavan Phata,18.494759,73.813362
202,Vandevi Karve Road,18.4933360201795,73.8149160186086
218,Paud Phata Karve Road,18.5056,73.824203
201,Vadacha Stop,18.4918,73.8153
225,Karve Nagar,18.4892399300422,73.8147193542468
226,Shipra Society,18.4925417013604,73.8183618011613
227,Shreeman Society,18.4921,73.820396
289,Goodluck Chowk,18.5173029572134,73.8416104570871
106796,Rajaram Pul Corner,18.4895248311542,73.8270092717075
290,Fergusson College,18.5227390694741,73.8409239126729
229,Rajaram Pul,18.487301,73.828903
291,Dyneshwar Paduka Chowk,18.5264885125279,73.8419655437044
230,Vitthalwadi Sinhagad Road,18.4848783827514,73.8281262793045
211,Police Ground,18.530701,73.848
231,Hingne,18.481346454636,73.8261821493141
34,Simla Office,18.5309347437694,73.8472001263323
232,Anand Nagar Sinhagad Road,18.4784947423302,73.8243002180758
627,Ganesh Park Sinhagad Road,18.4757985276955,73.8229143660548
234,Manikbaug,18.4734,73.8218
235,Indian Hume Pipe,18.4704633807977,73.8206204824493
236,Fun Time,18.468901,73.819901
8062,Vadgaon Budruk Phata,18.4675736075957,73.8187615319291
238,Abhiruchi,18.4639127119955,73.8155292623128
7939,Dhayari Phata,18.4610425528096,73.8131690338345
240,Garmal,18.457399,73.811897
